file,attack_type,t_start,t_stop,duration_s
S11_fault_plus_atk_DC2,1,272.97,292.42,19.4599999999961
S11_fault_plus_atk_DC2,1,216.18,250.74,34.5699999999931
S11_fault_plus_atk_DC2,2,61.46,94.14,32.6899999999935
S11_fault_plus_atk_DC2,2,78.86,93.28,14.4299999999971
S11_fault_plus_atk_DC2,3,20.63,46.08,25.4599999999949
S11_fault_plus_atk_DC2,3,132.38,160.58,28.2099999999944
S11_fault_plus_atk_DC2,4,75.15,96.09,20.9499999999958
S11_fault_plus_atk_DC2,4,230.37,242.41,12.0499999999976
S11_fault_plus_atk_DC2,4,104.21,125.96,21.7599999999957
S11_fault_plus_atk_DC2,4,95.22,112.93,17.7199999999965
S11_fault_plus_atk_DC2,5,239.63,275.71,36.0899999999928
S11_fault_plus_atk_DC2,5,212.01,231.7,19.6999999999961
S11_fault_plus_atk_DC2,5,241.6,280.07,38.4799999999923
S11_fault_plus_atk_DC3,1,209.02,233.35,24.3399999999952
S11_fault_plus_atk_DC3,1,204.61,239.11,34.5099999999931
S11_fault_plus_atk_DC3,2,276.61,294.1,17.4999999999965
S11_fault_plus_atk_DC3,2,237.04,253.11,16.0799999999968
S11_fault_plus_atk_DC3,3,20.85,60.79,39.9499999999921
S11_fault_plus_atk_DC3,3,64.9,77.38,12.4899999999975
S11_fault_plus_atk_DC3,4,272.44,298.7,26.2699999999948
S11_fault_plus_atk_DC3,4,26.78,56.69,29.919999999994
S11_fault_plus_atk_DC3,4,124.34,155.38,31.0499999999938
S11_fault_plus_atk_DC3,5,64.78,104.72,39.9499999999921
S11_fault_plus_atk_DC3,5,121.93,159.62,37.6999999999925
S11_fault_plus_atk_DC3,5,215.43,233.65,18.2299999999964
S11_fault_plus_atk_DC3,5,212.81,252.47,39.6699999999921
S11_fault_plus_atk_DC4,1,129.61,152.85,23.2499999999954
S11_fault_plus_atk_DC4,1,37.44,75.08,37.6499999999925
S11_fault_plus_atk_DC4,2,43.15,80.76,37.6199999999925
S11_fault_plus_atk_DC4,2,132.88,145.17,12.2999999999976
S11_fault_plus_atk_DC4,2,138.04,176.87,38.8399999999923
S11_fault_plus_atk_DC4,3,164.26,193.12,28.8699999999943
S11_fault_plus_atk_DC4,3,148.58,169.91,21.3399999999958
S11_fault_plus_atk_DC4,3,95.73,113.28,17.5599999999965
S11_fault_plus_atk_DC4,3,78.4,109.62,31.2299999999938
S11_fault_plus_atk_DC4,4,39.35,67.14,27.7999999999945
S11_fault_plus_atk_DC4,4,97.11,109.85,12.7499999999975
S11_fault_plus_atk_DC4,4,107.53,137.94,30.4199999999939
S11_fault_plus_atk_DC4,4,268.75,294.31,25.5699999999949
S11_fault_plus_atk_DC4,5,109.04,134.78,25.7499999999949
S11_fault_plus_atk_DC4,5,195.14,220.82,25.6899999999949
S11_fault_plus_atk_DC4,5,100.62,128.13,27.5199999999945
S11_fault_plus_atk_DC4,5,59.47,82.66,23.1999999999954
S11_fault_plus_atk_DC5,1,206.62,223.32,16.7099999999967
S11_fault_plus_atk_DC5,1,85.08,108.63,23.5599999999953
S11_fault_plus_atk_DC5,2,58.38,79.25,20.8799999999958
S11_fault_plus_atk_DC5,2,241.93,252.78,10.8599999999978
S11_fault_plus_atk_DC5,3,264.99,281.37,16.3899999999967
S11_fault_plus_atk_DC5,3,223.31,256.59,33.2899999999934
S11_fault_plus_atk_DC5,3,68.86,107.18,38.3299999999924
S11_fault_plus_atk_DC5,3,243.78,271.01,27.2399999999946
S11_fault_plus_atk_DC5,4,90.32,121.07,30.7599999999939
S11_fault_plus_atk_DC5,4,38.64,56.49,17.8599999999964
S11_fault_plus_atk_DC5,5,236.61,244.66,8.0599999999984
S11_fault_plus_atk_DC5,5,212.11,238.08,25.9799999999948
S11_fault_plus_atk_DC5,5,179.74,203.32,23.5899999999953
S11_fault_plus_atk_DC5,5,235.69,260.83,25.149999999995
S11_fault_plus_atk_DC6,1,103.61,133.37,29.7699999999941
S11_fault_plus_atk_DC6,1,252.37,288.42,36.0599999999928
S11_fault_plus_atk_DC6,1,50.88,83.27,32.3999999999936
S11_fault_plus_atk_DC6,2,103.63,113.69,10.069999999998
S11_fault_plus_atk_DC6,2,72.51,104.82,32.3199999999936
S11_fault_plus_atk_DC6,2,283.36,298.5,15.149999999997
S11_fault_plus_atk_DC6,3,208.88,235.29,26.4199999999947
S11_fault_plus_atk_DC6,3,82.79,96.75,13.9699999999972
S11_fault_plus_atk_DC6,4,141.45,163.99,22.5499999999955
S11_fault_plus_atk_DC6,4,36.51,46.35,9.84999999999804
S11_fault_plus_atk_DC6,4,220.82,239.66,18.8499999999962
S11_fault_plus_atk_DC6,5,139.31,167.11,27.8099999999945
S11_fault_plus_atk_DC6,5,208.16,232.52,24.3699999999952
S11_fault_plus_atk_DC6,5,256.66,265.36,8.70999999999827
